parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,pname,inst,ptype,pstyle,i,j,x,y,zone,usecol,idx0,idx1,idx2
p16,fixed,factor,1.45E+00,1.00E+00,1.50E+00,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p17,fixed,factor,5.00E-01,1.00E-05,5.00E-01,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p20,fixed,factor,4.00E-01,5.00E-02,4.00E-01,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p23,fixed,factor,3.20E-03,2.30E-03,3.20E-03,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p25,fixed,factor,1.00E-05,1.00E-05,2.00E+00,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p40,fixed,factor,1.00E+00,1.00E-03,1.00E+00,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p49,fixed,factor,3.17E+00,1.00E-05,1.50E+01,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p5,fixed,factor,1.15E-01,1.00E-05,1.00E+00,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p50,fixed,factor,3.00E-01,5.00E-02,3.00E-01,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p51,fixed,factor,9.00E-01,1.00E-01,9.00E-01,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p61,fixed,factor,1.15E-01,5.00E-02,9.50E-01,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p90,fixed,factor,1.00E+00,1.00E+00,1.00E+02,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p91,fixed,factor,8.72E-02,1.00E-03,1.00E+00,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
p92,fixed,factor,2.00E+00,1.00E-01,2.00E+00,apex,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
rivbot_rg01,fixed,factor,5.00E+00,1.00E-01,1.00E+01,rivbot,1.00E+00,-5.00E+00,1,,,,,,,,,,,,,
rivbot_rg02,fixed,factor,5.00E+00,1.00E-01,1.00E+01,rivbot,1.00E+00,-5.00E+00,1,,,,,,,,,,,,,
rivbot_rg03,fixed,factor,5.00E+00,1.00E-01,1.00E+01,rivbot,1.00E+00,-5.00E+00,1,,,,,,,,,,,,,
rivbot_rg04,fixed,factor,5.00E+00,1.00E-01,1.00E+01,rivbot,1.00E+00,-5.00E+00,1,,,,,,,,,,,,,
rivbot_rg05,fixed,factor,5.00E+00,1.00E-01,1.00E+01,rivbot,1.00E+00,-5.00E+00,1,,,,,,,,,,,,,
rivcd_rg01,log,factor,5.00E+01,1.00E-01,1.00E+02,rivcd,1.00E+00,-5.00E+01,1,,,,,,,,,,,,,
rivcd_rg02,log,factor,5.00E+01,1.00E-01,1.00E+02,rivcd,1.00E+00,-5.00E+01,1,,,,,,,,,,,,,
rivcd_rg03,log,factor,5.00E+01,1.00E-01,1.00E+02,rivcd,1.00E+00,-5.00E+01,1,,,,,,,,,,,,,
rivcd_rg04,log,factor,5.00E+01,1.00E-01,1.00E+02,rivcd,1.00E+00,-5.00E+01,1,,,,,,,,,,,,,
rivcd_rg05,log,factor,5.00E+01,1.00E-01,1.00E+02,rivcd,1.00E+00,-5.00E+01,1,,,,,,,,,,,,,
salt_ca000,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca001,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca002,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca003,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca004,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca005,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca006,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca007,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca008,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca009,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca010,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca011,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca012,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca013,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca014,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca015,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca016,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca017,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca018,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca019,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca020,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca021,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca022,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca023,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca024,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca025,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca026,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca027,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca028,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca029,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca030,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca031,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca032,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca033,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca034,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca035,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca036,log,factor,1.04E+02,1.04E+00,1.04E+04,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl000,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl001,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl002,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl003,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl004,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl005,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl006,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl007,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl008,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl009,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl010,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl011,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl012,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl013,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl014,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl015,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl016,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl017,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl018,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl019,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl020,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl021,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl022,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl023,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl024,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl025,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl026,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl027,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl028,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl029,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl030,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl031,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl032,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl033,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl034,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl035,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl036,log,factor,1.60E+02,1.60E+00,1.60E+04,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3000,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3001,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3002,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3003,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3004,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3005,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3006,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3007,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3008,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3009,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3010,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3011,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3012,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3013,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3014,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3015,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3016,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3017,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3018,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3019,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3020,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3021,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3022,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3023,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3024,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3025,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3026,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3027,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3028,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3029,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3030,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3031,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3032,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3033,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3034,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3035,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3036,log,factor,4.00E+00,4.00E-02,4.00E+02,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3000,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3001,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3002,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3003,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3004,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3005,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3006,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3007,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3008,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3009,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3010,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3011,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3012,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3013,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3014,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3015,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3016,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3017,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3018,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3019,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3020,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3021,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3022,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3023,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3024,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3025,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3026,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3027,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3028,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3029,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3030,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3031,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3032,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3033,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3034,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3035,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3036,log,factor,3.12E+02,3.12E+00,3.12E+04,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k000,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k001,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k002,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k003,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k004,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k005,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k006,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k007,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k008,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k009,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k010,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k011,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k012,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k013,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k014,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
