parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,pname,inst,ptype,pstyle,i,j,x,y,zone,usecol,idx0,idx1,idx2
salt_ca015,log,factor,8.3670100E+01,1.1000000E-10,1.4223917E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca016,log,factor,7.9860100E+01,1.1000000E-10,1.3576217E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca017,log,factor,7.6330100E+01,1.1000000E-10,1.2976117E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca018,log,factor,5.0380100E+01,1.1000000E-10,8.5646170E+01,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca019,log,factor,7.6290100E+01,1.1000000E-10,1.2969317E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca020,log,factor,9.7190100E+01,1.1000000E-10,1.6522317E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca021,log,factor,7.0650100E+01,1.1000000E-10,1.2010517E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca022,log,factor,2.9820000E+01,1.1000000E-10,5.0694000E+01,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca023,log,factor,2.9720000E+01,1.1000000E-10,5.0524000E+01,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca024,log,factor,6.6300100E+01,1.1000000E-10,1.1271017E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca025,log,factor,3.3030000E+01,1.1000000E-10,5.6151000E+01,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca026,log,factor,4.0150000E+01,1.1000000E-10,6.8255000E+01,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca027,log,factor,6.2760100E+01,1.1000000E-10,1.0669217E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca028,log,factor,7.2540100E+01,1.1000000E-10,1.2331817E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca029,log,factor,5.3840100E+01,1.1000000E-10,9.1528170E+01,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca030,log,factor,1.2519000E+02,1.1000000E-10,2.1282300E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca031,log,factor,1.6282000E+02,1.1000000E-10,2.7679400E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca032,log,factor,1.0847000E+02,1.1000000E-10,1.8439900E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca033,log,factor,1.1399000E+02,1.1000000E-10,1.9378300E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca034,log,factor,1.2467000E+02,1.1000000E-10,2.1193900E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca035,log,factor,1.1319000E+02,1.1000000E-10,1.9242300E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_ca036,log,factor,1.0531000E+02,1.1000000E-10,1.7902700E+02,salt_ca0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl000,log,factor,6.0000000E-01,1.1000000E-10,1.0200000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl001,log,factor,8.7000000E-01,1.1000000E-10,1.4790000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl002,log,factor,1.2200000E+00,1.1000000E-10,2.0740000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl003,log,factor,1.4700000E+00,1.1000000E-10,2.4990000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl004,log,factor,1.3800000E+00,1.1000000E-10,2.3460000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl005,log,factor,9.1000000E-01,1.1000000E-10,1.5470000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl006,log,factor,1.9000000E+00,1.1000000E-10,3.2300000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl007,log,factor,1.2494000E+02,1.1000000E-10,2.1239800E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl008,log,factor,5.8070100E+01,1.1000000E-10,9.8719170E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl009,log,factor,1.0200000E+00,1.1000000E-10,1.7340000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl010,log,factor,2.3600000E+00,1.1000000E-10,4.0120000E+00,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl011,log,factor,8.0530100E+01,1.1000000E-10,1.3690117E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl012,log,factor,7.3650100E+01,1.1000000E-10,1.2520517E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl013,log,factor,4.8870000E+01,1.1000000E-10,8.3079000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl014,log,factor,4.4920000E+01,1.1000000E-10,7.6364000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl015,log,factor,9.6900100E+01,1.1000000E-10,1.6473017E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl016,log,factor,7.2030100E+01,1.1000000E-10,1.2245117E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl017,log,factor,5.2980100E+01,1.1000000E-10,9.0066170E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl018,log,factor,3.2390000E+01,1.1000000E-10,5.5063000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl019,log,factor,7.9050100E+01,1.1000000E-10,1.3438517E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl020,log,factor,1.3915000E+02,1.1000000E-10,2.3655500E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl021,log,factor,4.6150000E+01,1.1000000E-10,7.8455000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl022,log,factor,2.6040000E+01,1.1000000E-10,4.4268000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl023,log,factor,2.6930000E+01,1.1000000E-10,4.5781000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl024,log,factor,4.8420000E+01,1.1000000E-10,8.2314000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl025,log,factor,2.9470000E+01,1.1000000E-10,5.0099000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl026,log,factor,3.0220000E+01,1.1000000E-10,5.1374000E+01,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl027,log,factor,6.1870100E+01,1.1000000E-10,1.0517917E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl028,log,factor,3.2704000E+02,1.1000000E-10,5.5596800E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl029,log,factor,1.1160000E+02,1.1000000E-10,1.8972000E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl030,log,factor,6.4807100E+02,1.1000000E-10,1.1017207E+03,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl031,log,factor,1.0761800E+03,1.1000000E-10,1.8295060E+03,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl032,log,factor,3.0427000E+02,1.1000000E-10,5.1725900E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl033,log,factor,3.7103000E+02,1.1000000E-10,6.3075100E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl034,log,factor,5.5151100E+02,1.1000000E-10,9.3756870E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl035,log,factor,2.3221000E+02,1.1000000E-10,3.9475700E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_cl036,log,factor,2.4722000E+02,1.1000000E-10,4.2027400E+02,salt_cl0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3000,log,factor,1.6600000E+00,1.1000000E-10,2.8220000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3001,log,factor,1.5900000E+00,1.1000000E-10,2.7030000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3002,log,factor,8.4000000E-01,1.1000000E-10,1.4280000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3003,log,factor,2.4100000E+00,1.1000000E-10,4.0970000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3004,log,factor,2.1900000E+00,1.1000000E-10,3.7230000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3005,log,factor,1.9000000E+00,1.1000000E-10,3.2300000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3006,log,factor,1.7300000E+00,1.1000000E-10,2.9410000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3007,log,factor,2.5600000E+00,1.1000000E-10,4.3520000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3008,log,factor,2.4200000E+00,1.1000000E-10,4.1140000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3009,log,factor,2.2700000E+00,1.1000000E-10,3.8590000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3010,log,factor,2.1700000E+00,1.1000000E-10,3.6890000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3011,log,factor,2.7300000E+00,1.1000000E-10,4.6410000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3012,log,factor,2.6700000E+00,1.1000000E-10,4.5390000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3013,log,factor,2.5700000E+00,1.1000000E-10,4.3690000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3014,log,factor,2.4600000E+00,1.1000000E-10,4.1820000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3015,log,factor,5.5200100E+00,1.1000000E-10,9.3840170E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3016,log,factor,5.6700100E+00,1.1000000E-10,9.6390170E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3017,log,factor,5.9600100E+00,1.1000000E-10,1.0132017E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3018,log,factor,5.8900100E+00,1.1000000E-10,1.0013017E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3019,log,factor,2.9300000E+00,1.1000000E-10,4.9810000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3020,log,factor,4.9000000E+00,1.1000000E-10,8.3300000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3021,log,factor,4.5400000E+00,1.1000000E-10,7.7180000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3022,log,factor,6.7800100E+00,1.1000000E-10,1.1526017E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3023,log,factor,5.7300100E+00,1.1000000E-10,9.7410170E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3024,log,factor,4.4000000E-01,1.1000000E-10,7.4800000E-01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3025,log,factor,8.1400100E+00,1.1000000E-10,1.3838017E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3026,log,factor,1.1710000E+01,1.1000000E-10,1.9907000E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3027,log,factor,1.9800000E+00,1.1000000E-10,3.3660000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3028,log,factor,1.2910000E+01,1.1000000E-10,2.1947000E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3029,log,factor,7.5300100E+00,1.1000000E-10,1.2801017E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3030,log,factor,5.3900100E+00,1.1000000E-10,9.1630170E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3031,log,factor,6.4100100E+00,1.1000000E-10,1.0897017E+01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3032,log,factor,2.7700000E+00,1.1000000E-10,4.7090000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3033,log,factor,1.4300000E+00,1.1000000E-10,2.4310000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3034,log,factor,2.7400000E+00,1.1000000E-10,4.6580000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3035,log,factor,1.4100000E+00,1.1000000E-10,2.3970000E+00,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_co3036,log,factor,4.7000000E-01,1.1000000E-10,7.9900000E-01,salt_co30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3000,log,factor,1.4358000E+02,1.1000000E-10,2.4408600E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3001,log,factor,1.2895000E+02,1.1000000E-10,2.1921500E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3002,log,factor,1.1369000E+02,1.1000000E-10,1.9327300E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3003,log,factor,2.8436000E+02,1.1000000E-10,4.8341200E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3004,log,factor,1.8686000E+02,1.1000000E-10,3.1766200E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3005,log,factor,1.7172000E+02,1.1000000E-10,2.9192400E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3006,log,factor,1.7076000E+02,1.1000000E-10,2.9029200E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3007,log,factor,3.3437000E+02,1.1000000E-10,5.6842900E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3008,log,factor,2.1126000E+02,1.1000000E-10,3.5914200E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3009,log,factor,2.0413000E+02,1.1000000E-10,3.4702100E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3010,log,factor,2.0361000E+02,1.1000000E-10,3.4613700E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3011,log,factor,4.4208000E+02,1.1000000E-10,7.5153600E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3012,log,factor,3.7121000E+02,1.1000000E-10,6.3105700E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3013,log,factor,2.4122000E+02,1.1000000E-10,4.1007400E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3014,log,factor,2.2717000E+02,1.1000000E-10,3.8618900E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3015,log,factor,4.4416000E+02,1.1000000E-10,7.5507200E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3016,log,factor,3.7245000E+02,1.1000000E-10,6.3316500E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3017,log,factor,3.5920000E+02,1.1000000E-10,6.1064000E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3018,log,factor,5.2737100E+02,1.1000000E-10,8.9653070E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3019,log,factor,4.4418000E+02,1.1000000E-10,7.5510600E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3020,log,factor,4.1242000E+02,1.1000000E-10,7.0111400E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3021,log,factor,2.9471000E+02,1.1000000E-10,5.0100700E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3022,log,factor,5.1680100E+02,1.1000000E-10,8.7856170E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3023,log,factor,6.0258100E+02,1.1000000E-10,1.0243877E+03,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3024,log,factor,2.9808000E+02,1.1000000E-10,5.0673600E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3025,log,factor,4.7444000E+02,1.1000000E-10,8.0654800E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3026,log,factor,4.1475000E+02,1.1000000E-10,7.0507500E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3027,log,factor,2.9910000E+02,1.1000000E-10,5.0847000E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3028,log,factor,3.2864000E+02,1.1000000E-10,5.5868800E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3029,log,factor,2.5107000E+02,1.1000000E-10,4.2681900E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3030,log,factor,2.8027000E+02,1.1000000E-10,4.7645900E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3031,log,factor,2.0551000E+02,1.1000000E-10,3.4936700E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3032,log,factor,2.3131000E+02,1.1000000E-10,3.9322700E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3033,log,factor,2.4655000E+02,1.1000000E-10,4.1913500E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3034,log,factor,2.4127000E+02,1.1000000E-10,4.1015900E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
